source,original_path,working_path,target_class,target_class_id,original_split,annotation_status,has_ground_truth,label_path
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/021.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__021.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/022.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__022.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/023.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__023.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/024.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__024.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/025.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__025.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/026.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__026.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/027.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__027.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/028.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__028.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/029.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__029.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/030.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__030.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/031.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__031.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/032.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__032.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/033.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__033.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/034.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__034.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/035.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__035.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/036.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__036.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/037.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__037.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/038.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__038.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/039.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__039.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/040.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__040.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/041.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__041.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/042.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__042.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/043.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__043.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/044.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__044.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/045.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__045.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/046.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__046.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/047.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__047.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/048.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__048.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/049.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__049.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/050.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__050.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/051.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__051.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/052.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__052.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/053.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__053.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/054.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__054.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/055.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__055.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/056.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__056.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/057.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__057.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/058.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__058.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/059.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__059.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/060.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__060.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/061.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__061.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/062.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__062.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/063.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__063.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/064.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__064.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/065.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__065.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/066.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__066.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/067.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__067.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/068.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__068.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/069.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__069.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/070.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__070.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/071.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__071.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/072.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__072.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/073.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__073.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/074.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__074.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/075.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__075.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/076.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__076.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/077.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__077.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/078.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__078.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/079.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__079.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/080.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__080.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/081.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__081.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/082.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__082.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/083.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__083.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/084.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__084.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/085.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__085.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/086.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__086.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/087.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__087.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/088.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__088.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/089.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__089.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE PAD/090.jpg,ia-service/datasets/annotation_batch/images/brake_pad/train__brake_pad__090.jpg,brake_pad,0,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/valid/BRAKE PAD/1.jpg,ia-service/datasets/annotation_batch/images/brake_pad/valid__brake_pad__001.jpg,brake_pad,0,valid,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/valid/BRAKE PAD/2.jpg,ia-service/datasets/annotation_batch/images/brake_pad/valid__brake_pad__002.jpg,brake_pad,0,valid,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/valid/BRAKE PAD/3.jpg,ia-service/datasets/annotation_batch/images/brake_pad/valid__brake_pad__003.jpg,brake_pad,0,valid,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/valid/BRAKE PAD/4.jpg,ia-service/datasets/annotation_batch/images/brake_pad/valid__brake_pad__004.jpg,brake_pad,0,valid,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/valid/BRAKE PAD/5.jpg,ia-service/datasets/annotation_batch/images/brake_pad/valid__brake_pad__005.jpg,brake_pad,0,valid,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/test/BRAKE PAD/1.jpg,ia-service/datasets/annotation_batch/images/brake_pad/test__brake_pad__001.jpg,brake_pad,0,test,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/test/BRAKE PAD/2.jpg,ia-service/datasets/annotation_batch/images/brake_pad/test__brake_pad__002.jpg,brake_pad,0,test,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/test/BRAKE PAD/3.jpg,ia-service/datasets/annotation_batch/images/brake_pad/test__brake_pad__003.jpg,brake_pad,0,test,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/test/BRAKE PAD/4.jpg,ia-service/datasets/annotation_batch/images/brake_pad/test__brake_pad__004.jpg,brake_pad,0,test,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/test/BRAKE PAD/5.jpg,ia-service/datasets/annotation_batch/images/brake_pad/test__brake_pad__005.jpg,brake_pad,0,test,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/001.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__001.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/002.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__002.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/003.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__003.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/004.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__004.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/005.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__005.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/006.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__006.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/007.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__007.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/008.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__008.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/009.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__009.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/010.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__010.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/011.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__011.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/012.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__012.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/013.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__013.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/014.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__014.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/015.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__015.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/016.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__016.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/017.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__017.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/018.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__018.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/019.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__019.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/020.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__020.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/021.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__021.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/022.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__022.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/023.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__023.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/024.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__024.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/025.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__025.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/026.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__026.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/027.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__027.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/028.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__028.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/029.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__029.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/030.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__030.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/031.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__031.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/032.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__032.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/033.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__033.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/034.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__034.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/035.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__035.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/036.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__036.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/037.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__037.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/038.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__038.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/039.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__039.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/040.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__040.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/041.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__041.jpg,brake_rotor,1,train,PENDING,false,
gpiosenka/car-parts-40-classes,car parts 50/train/BRAKE ROTOR/042.jpg,ia-service/datasets/annotation_batch/images/brake_rotor/train__brake_rotor__042.jpg,brake_rotor,1,train,PENDING,false,
