source,source_version,original_path,local_path,original_class,original_class_id,target_class,target_class_id,original_split,license
gpiosenka/car-parts-40-classes,v3,car parts 50/test/BRAKE ROTOR/4.jpg,ia-service/datasets/raw/kaggle-car-parts/test/BRAKE ROTOR/4.jpg,BRAKE ROTOR,,brake_rotor,1,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/BRAKE ROTOR/5.jpg,ia-service/datasets/raw/kaggle-car-parts/test/BRAKE ROTOR/5.jpg,BRAKE ROTOR,,brake_rotor,1,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/HEADLIGHTS/1.jpg,ia-service/datasets/raw/kaggle-car-parts/test/HEADLIGHTS/1.jpg,HEADLIGHTS,,headlight,7,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/HEADLIGHTS/2.jpg,ia-service/datasets/raw/kaggle-car-parts/test/HEADLIGHTS/2.jpg,HEADLIGHTS,,headlight,7,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/HEADLIGHTS/3.jpg,ia-service/datasets/raw/kaggle-car-parts/test/HEADLIGHTS/3.jpg,HEADLIGHTS,,headlight,7,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/HEADLIGHTS/4.jpg,ia-service/datasets/raw/kaggle-car-parts/test/HEADLIGHTS/4.jpg,HEADLIGHTS,,headlight,7,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/HEADLIGHTS/5.jpg,ia-service/datasets/raw/kaggle-car-parts/test/HEADLIGHTS/5.jpg,HEADLIGHTS,,headlight,7,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/OIL FILTER/1.jpg,ia-service/datasets/raw/kaggle-car-parts/test/OIL FILTER/1.jpg,OIL FILTER,,oil_filter,4,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/OIL FILTER/2.jpg,ia-service/datasets/raw/kaggle-car-parts/test/OIL FILTER/2.jpg,OIL FILTER,,oil_filter,4,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/OIL FILTER/3.jpg,ia-service/datasets/raw/kaggle-car-parts/test/OIL FILTER/3.jpg,OIL FILTER,,oil_filter,4,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/OIL FILTER/4.jpg,ia-service/datasets/raw/kaggle-car-parts/test/OIL FILTER/4.jpg,OIL FILTER,,oil_filter,4,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/OIL FILTER/5.jpg,ia-service/datasets/raw/kaggle-car-parts/test/OIL FILTER/5.jpg,OIL FILTER,,oil_filter,4,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/RADIATOR/1.jpg,ia-service/datasets/raw/kaggle-car-parts/test/RADIATOR/1.jpg,RADIATOR,,radiator,6,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/RADIATOR/2.jpg,ia-service/datasets/raw/kaggle-car-parts/test/RADIATOR/2.jpg,RADIATOR,,radiator,6,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/RADIATOR/3.jpg,ia-service/datasets/raw/kaggle-car-parts/test/RADIATOR/3.jpg,RADIATOR,,radiator,6,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/RADIATOR/4.jpg,ia-service/datasets/raw/kaggle-car-parts/test/RADIATOR/4.jpg,RADIATOR,,radiator,6,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/test/RADIATOR/5.jpg,ia-service/datasets/raw/kaggle-car-parts/test/RADIATOR/5.jpg,RADIATOR,,radiator,6,test,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/001.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/001.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/002.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/002.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/003.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/003.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/004.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/004.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/005.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/005.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/006.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/006.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/007.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/007.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/008.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/008.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/009.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/009.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/010.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/010.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/011.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/011.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/012.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/012.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/013.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/013.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/014.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/014.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/015.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/015.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/016.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/016.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/017.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/017.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/018.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/018.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/019.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/019.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/020.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/020.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/021.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/021.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/022.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/022.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/023.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/023.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/024.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/024.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/025.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/025.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/026.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/026.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/027.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/027.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/028.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/028.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/029.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/029.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/030.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/030.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/031.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/031.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/032.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/032.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/033.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/033.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/034.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/034.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/035.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/035.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/036.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/036.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/037.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/037.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/038.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/038.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/039.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/039.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/040.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/040.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/041.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/041.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/042.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/042.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/043.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/043.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/044.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/044.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/045.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/045.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/046.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/046.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/047.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/047.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/048.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/048.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/049.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/049.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/050.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/050.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/051.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/051.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/052.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/052.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/053.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/053.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/054.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/054.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/055.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/055.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/056.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/056.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/057.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/057.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/058.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/058.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/059.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/059.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/060.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/060.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/061.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/061.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/062.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/062.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/063.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/063.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/064.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/064.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/065.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/065.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/066.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/066.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/067.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/067.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/068.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/068.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/069.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/069.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/070.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/070.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/071.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/071.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/072.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/072.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/073.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/073.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/074.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/074.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/075.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/075.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/076.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/076.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/077.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/077.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/078.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/078.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/079.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/079.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/080.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/080.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/081.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/081.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/082.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/082.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/083.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/083.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/084.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/084.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/085.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/085.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/086.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/086.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/087.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/087.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/088.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/088.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/089.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/089.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/090.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/090.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/091.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/091.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/092.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/092.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
gpiosenka/car-parts-40-classes,v3,car parts 50/train/ALTERNATOR/093.jpg,ia-service/datasets/raw/kaggle-car-parts/train/ALTERNATOR/093.jpg,ALTERNATOR,,alternator,3,train,Apache-2.0
